for,while,if,funciones,recursivo,lineas,profundidad_bucles,complejidad
0,1,1,0,0,11,1,nlogn
1,0,3,0,0,15,1,nlogn
0,1,2,0,0,17,1,nlogn
0,0,0,0,0,5,0,nlogn
0,1,4,1,1,31,1,nlogn
0,1,1,0,0,21,1,nlogn
2,2,3,0,0,28,2,nlogn
1,0,1,0,0,10,1,nlogn
1,0,1,0,0,9,1,nlogn
1,0,2,0,0,10,1,nlogn
1,0,2,0,0,9,1,nlogn
1,0,1,1,1,15,1,nlogn
1,0,1,1,1,15,1,nlogn
2,0,1,0,0,13,2,nlogn
2,0,3,0,0,15,1,nlogn
4,8,26,36,4,407,2,nlogn
4,7,12,11,2,143,2,nlogn
2,0,2,1,1,32,1,nlogn
2,0,2,1,1,31,1,nlogn
2,0,2,1,1,31,1,nlogn
1,0,4,3,4,26,1,nlogn
1,0,2,0,0,14,1,nlogn
1,0,2,1,2,15,1,nlogn
1,2,4,6,1,75,1,nlogn
5,0,4,0,0,47,1,nlogn
3,8,28,30,3,353,1,nlogn
4,0,4,1,1,52,2,nlogn
5,2,2,3,1,115,2,nlogn
5,0,4,0,0,61,1,nlogn
5,0,4,0,0,47,1,nlogn
4,0,4,1,1,52,2,nlogn
2,0,1,0,0,15,1,nlogn
2,0,2,1,1,23,1,nlogn
2,0,1,0,0,23,1,nlogn
2,0,1,0,0,31,1,nlogn
2,0,1,6,7,46,1,nlogn
2,0,1,0,0,16,1,nlogn
2,0,1,0,0,21,1,nlogn
2,0,1,0,0,25,1,nlogn
2,0,1,0,0,27,1,nlogn
2,1,1,0,0,20,2,nlogn
1,0,1,0,0,13,1,nlogn
2,0,2,0,0,21,1,nlogn
2,0,1,0,0,21,1,nlogn
1,0,1,0,0,14,1,nlogn
2,0,1,1,1,22,1,nlogn
2,0,2,4,0,35,1,nlogn
2,0,2,1,1,17,1,nlogn
2,0,1,0,0,16,1,nlogn
3,0,6,0,0,40,1,nlogn
1,0,0,1,2,13,1,nlogn
1,2,5,12,0,144,1,nlogn
1,0,3,0,0,60,1,nlogn
3,1,0,0,0,34,1,nlogn
3,0,1,1,1,33,2,nlogn
1,0,0,0,0,13,1,nlogn
1,1,5,0,0,32,1,nlogn
3,0,1,0,0,28,2,nlogn
1,0,0,0,0,13,1,nlogn
3,0,3,0,0,25,1,nlogn
1,0,0,0,0,14,1,nlogn
3,2,2,2,4,49,1,nlogn
3,0,0,0,0,42,1,nlogn
1,0,0,0,0,11,1,nlogn
2,0,0,0,0,27,1,nlogn
1,0,4,1,1,65,1,nlogn
1,0,0,0,0,16,1,nlogn
2,1,4,2,3,43,1,nlogn
2,1,4,2,2,55,1,nlogn
2,1,4,2,2,40,1,nlogn
2,1,4,2,2,40,1,nlogn
2,3,5,6,0,88,2,nlogn
2,1,4,2,2,56,1,nlogn
4,4,8,6,2,106,3,nlogn
4,4,8,6,2,88,3,nlogn
2,2,4,5,1,82,1,nlogn
5,1,6,1,2,45,1,nlogn
1,5,9,5,0,116,2,nlogn
2,2,5,2,2,70,2,nlogn
1,0,2,1,1,24,1,nlogn
1,1,1,0,0,10,2,nlogn
1,1,1,0,0,10,2,nlogn
1,1,4,1,1,25,1,nlogn
1,1,4,1,1,25,1,nlogn
1,1,1,0,0,11,2,nlogn
1,2,8,0,0,34,2,nlogn
1,1,3,0,0,24,2,nlogn
1,1,2,0,0,16,2,nlogn
2,0,3,0,0,96,2,nlogn
1,0,3,5,0,41,1,nlogn
2,0,2,0,0,24,2,nlogn
2,0,1,0,0,19,2,nlogn
4,4,4,1,2,81,2,nlogn
11,2,24,8,9,201,1,nlogn
3,0,11,4,12,68,1,nlogn
36,24,80,54,17,652,4,nlogn
4,0,11,4,9,73,2,nlogn
3,0,8,2,5,53,1,nlogn
3,0,8,2,5,52,1,nlogn
8,1,14,2,5,76,3,nlogn
4,0,28,3,7,117,1,nlogn
2,0,8,2,5,58,1,nlogn
3,0,8,0,0,64,2,nlogn
4,0,13,3,8,57,1,nlogn
4,0,13,0,0,88,1,nlogn
2,0,11,2,6,48,1,nlogn
5,0,11,3,6,74,2,nlogn
1,0,3,1,3,16,1,nlogn
4,0,6,2,3,48,2,nlogn
5,0,11,4,6,77,1,nlogn
3,0,5,2,5,34,1,nlogn
2,1,3,2,2,39,1,nlogn
2,0,1,0,0,21,1,nlogn
2,1,2,1,1,44,1,nlogn
2,1,3,7,4,50,1,nlogn
2,1,3,7,4,50,1,nlogn
2,0,1,0,0,20,1,nlogn
2,1,4,1,1,34,1,nlogn
2,1,4,1,1,34,1,nlogn
2,1,3,2,2,33,1,nlogn
2,1,3,2,2,39,1,nlogn
2,0,2,0,0,20,1,nlogn
2,1,3,1,1,29,1,nlogn
4,0,3,0,0,36,2,nlogn
1,0,1,0,0,19,1,nlogn
2,0,2,0,0,20,1,nlogn
2,0,1,0,0,21,1,nlogn
2,0,1,0,0,13,1,nlogn
3,2,6,7,3,82,2,nlogn
1,0,2,3,4,27,1,nlogn
2,0,4,0,0,19,1,nlogn
2,0,2,0,0,20,1,nlogn
2,0,1,0,0,17,1,nlogn
2,0,2,0,0,15,1,nlogn
2,0,1,0,0,22,1,nlogn
1,0,2,0,0,20,1,nlogn
2,0,1,1,1,14,1,nlogn
2,0,2,0,0,13,1,nlogn
2,0,2,1,1,28,1,nlogn
2,1,1,1,1,25,2,nlogn
2,0,4,1,1,21,1,nlogn
2,0,2,0,0,24,1,nlogn
1,0,1,0,0,10,1,nlogn
2,0,1,0,0,14,1,nlogn
2,0,0,0,0,12,1,nlogn
3,0,2,0,0,18,1,nlogn
3,0,0,2,0,61,1,nlogn
3,0,1,0,0,26,1,nlogn
3,0,2,0,0,17,1,nlogn
3,0,3,0,0,27,1,nlogn
3,0,1,0,0,16,1,nlogn
2,0,1,6,4,50,1,nlogn
3,0,2,6,4,53,1,nlogn
3,0,1,0,0,22,1,nlogn
4,0,1,0,0,21,1,nlogn
2,5,8,17,4,113,2,nlogn
4,0,0,8,5,59,1,nlogn
3,0,0,0,0,14,1,nlogn
2,0,0,0,0,10,1,nlogn
3,0,6,3,1,106,1,nlogn
2,0,1,0,0,21,2,nlogn
3,0,4,4,1,119,1,nlogn
2,0,1,0,0,24,1,nlogn
2,0,1,0,0,21,2,nlogn
2,0,1,0,0,25,1,nlogn
1,0,1,0,0,16,1,nlogn
2,0,1,0,0,22,1,nlogn
1,0,1,0,0,18,1,nlogn
2,0,1,0,0,27,1,nlogn
2,0,1,0,0,25,1,nlogn
1,0,1,0,0,33,1,nlogn
2,0,1,0,0,19,1,nlogn
1,0,1,0,0,18,1,nlogn
1,0,1,0,0,19,1,nlogn
1,0,1,1,1,28,1,nlogn
1,0,1,0,0,9,1,nlogn
1,0,1,0,0,21,1,nlogn
7,10,19,29,5,360,2,nlogn
1,1,1,0,0,16,2,nlogn
1,3,9,6,1,75,1,nlogn
1,2,1,3,0,29,1,nlogn
1,2,2,0,0,19,3,nlogn
1,2,2,0,0,22,3,nlogn
0,0,0,0,0,5,0,nlogn
1,0,4,0,0,27,1,nlogn
1,2,1,0,0,19,2,nlogn
1,1,2,0,0,30,2,nlogn
1,1,4,0,0,25,2,nlogn
1,1,4,0,0,25,2,nlogn
1,1,2,0,0,19,2,nlogn
0,0,1,0,0,8,0,nlogn
1,1,2,0,0,29,2,nlogn
2,0,2,0,0,25,1,nlogn
1,3,5,13,3,99,2,nlogn
1,1,4,0,0,36,2,nlogn
9,0,10,3,1,57,3,nlogn
0,0,0,0,0,4,0,nlogn
1,0,2,0,0,16,1,nlogn
3,0,2,0,0,17,1,nlogn
1,1,2,0,0,31,1,nlogn
3,0,1,0,0,14,1,nlogn
3,0,2,0,0,19,2,nlogn
3,0,2,0,0,16,1,nlogn
3,0,2,0,0,16,1,nlogn
2,1,1,0,0,17,2,nlogn
3,0,2,0,0,16,1,nlogn
2,0,1,0,0,13,1,nlogn
5,0,3,1,1,31,2,nlogn
4,0,1,1,1,21,2,nlogn
5,1,4,0,0,36,2,nlogn
3,0,1,1,1,20,1,nlogn
3,0,2,0,0,19,1,nlogn
5,0,3,1,1,30,2,nlogn
4,0,6,0,0,35,2,nlogn
3,0,3,0,0,25,2,nlogn
3,0,2,0,0,21,2,nlogn
3,1,8,7,3,182,2,nlogn
2,2,11,6,1,121,2,nlogn
5,0,6,3,1,39,3,nlogn
4,0,1,1,1,50,2,nlogn
4,0,1,1,1,50,2,nlogn
4,1,8,7,3,129,3,nlogn
2,0,2,1,1,20,2,nlogn
5,0,2,1,1,21,2,nlogn
6,2,4,10,6,113,2,nlogn
3,2,5,9,5,120,2,nlogn
2,6,14,10,5,178,2,nlogn
4,0,7,2,0,51,2,nlogn
3,0,4,0,0,27,2,nlogn
1,1,2,0,0,17,2,nlogn
1,0,1,0,0,14,1,nlogn
1,1,2,0,0,17,2,nlogn
2,0,3,0,0,29,1,nlogn
3,3,7,14,3,98,2,nlogn
0,2,2,0,0,16,2,nlogn
1,0,2,0,0,9,1,nlogn
1,1,1,0,0,12,2,nlogn
1,1,3,0,0,17,1,nlogn
1,1,2,0,0,16,2,nlogn
0,2,2,0,0,28,2,nlogn
1,0,1,0,0,26,1,nlogn
1,1,1,0,0,8,2,nlogn
1,1,0,0,0,13,2,nlogn
1,0,3,0,0,24,1,nlogn
1,1,1,0,0,12,2,nlogn
3,0,1,0,0,16,3,nlogn
3,0,2,0,0,31,1,nlogn
3,0,1,0,0,19,2,nlogn
4,0,2,0,0,23,3,nlogn
1,0,4,0,0,44,1,nlogn
3,0,3,0,0,30,1,nlogn
3,2,4,12,1,106,1,nlogn
3,1,2,0,0,38,2,nlogn
3,0,2,0,0,27,1,nlogn
2,0,4,8,5,74,1,nlogn
1,0,1,0,0,21,1,nlogn
3,0,3,1,0,35,1,nlogn
1,0,3,0,0,31,1,nlogn
2,0,3,0,0,25,2,nlogn
2,0,1,0,0,31,2,nlogn
1,0,2,2,0,39,1,nlogn
2,0,1,0,0,20,1,nlogn
1,0,3,0,0,35,1,nlogn
1,0,1,0,0,17,1,nlogn
3,0,2,2,2,25,1,nlogn
3,1,2,0,0,31,2,nlogn
2,1,2,0,0,26,2,nlogn
2,1,2,0,0,27,2,nlogn
1,1,2,1,1,24,1,nlogn
7,0,15,1,1,72,3,nlogn
4,0,1,3,3,54,1,nlogn
3,0,0,1,2,29,1,nlogn
2,2,5,6,1,78,1,nlogn
7,2,11,15,8,148,1,nlogn
2,0,0,0,0,19,1,nlogn
6,2,3,6,1,81,2,nlogn
3,0,1,1,1,30,1,nlogn
2,0,1,1,1,24,1,nlogn
2,0,3,2,2,41,1,nlogn
2,0,3,3,2,64,1,nlogn
2,3,1,0,0,40,2,nlogn
4,0,2,0,0,30,1,nlogn
2,0,0,0,0,19,1,nlogn
3,2,7,5,5,72,1,nlogn
2,0,1,0,0,35,1,nlogn
2,3,0,0,0,40,2,nlogn
3,0,4,0,0,32,1,nlogn
2,0,2,0,0,15,1,nlogn
4,0,4,3,1,36,3,nlogn
2,1,5,1,1,38,2,nlogn
3,1,6,1,1,38,2,nlogn
4,0,7,0,0,43,2,nlogn
2,2,4,12,2,114,2,nlogn
2,0,1,0,0,15,2,nlogn
2,0,1,0,0,15,2,nlogn
4,1,4,0,0,38,2,nlogn
2,0,1,0,0,14,2,nlogn
2,0,3,1,1,29,2,nlogn
3,1,2,0,0,24,2,nlogn
3,0,2,0,0,22,2,nlogn
3,0,5,0,0,26,2,nlogn
3,0,4,0,0,16,2,nlogn
4,1,4,6,2,68,2,nlogn
4,1,4,6,2,67,2,nlogn
2,0,2,0,0,39,2,nlogn
4,1,2,0,0,40,3,nlogn
2,2,2,6,3,55,1,nlogn
1,0,1,1,2,22,1,nlogn
5,3,9,8,10,211,1,nlogn
4,0,2,0,0,25,1,nlogn
1,0,4,0,0,20,1,nlogn
3,5,12,10,5,167,2,nlogn
3,0,2,2,1,28,1,nlogn
4,0,6,0,0,41,1,nlogn
6,0,6,0,0,40,1,nlogn
3,0,5,0,0,39,1,nlogn
4,0,5,0,0,41,1,nlogn
3,0,10,0,0,63,1,nlogn
1,0,4,0,0,13,1,nlogn
2,0,2,0,0,34,2,nlogn
1,0,2,1,2,42,1,nlogn
3,0,6,0,0,35,1,nlogn
1,2,6,0,0,38,1,nlogn
3,0,3,1,1,32,1,nlogn
3,1,1,0,0,28,1,nlogn
2,0,2,3,2,25,2,nlogn
4,0,2,2,0,35,2,nlogn
3,0,2,2,3,43,1,nlogn
3,0,1,0,0,23,1,nlogn
3,0,0,0,0,27,1,nlogn
3,0,0,0,0,26,1,nlogn
1,1,1,1,1,25,1,nlogn
0,1,1,1,1,19,1,nlogn
3,0,1,0,0,23,1,nlogn
3,0,3,0,0,29,2,nlogn
4,3,10,10,0,130,2,nlogn
3,0,2,0,0,26,2,nlogn
3,1,3,0,0,26,2,nlogn
1,0,1,0,0,19,1,nlogn
1,1,1,0,0,23,1,nlogn
3,1,1,0,0,21,3,nlogn
3,0,2,1,1,16,2,nlogn
3,1,1,0,0,19,3,nlogn
4,0,2,0,0,26,3,nlogn
3,0,3,0,0,19,2,nlogn
1,1,4,0,0,61,2,nlogn
2,1,4,0,0,30,2,nlogn
3,0,2,0,0,15,2,nlogn
1,1,2,1,1,25,1,nlogn
3,0,4,0,0,23,2,nlogn
3,0,4,0,0,23,2,nlogn
4,0,4,0,0,31,2,nlogn
0,2,9,1,1,54,1,nlogn
7,4,12,21,3,191,2,nlogn
2,1,1,4,0,36,2,nlogn
1,1,0,0,0,10,1,nlogn
0,1,0,0,0,9,1,nlogn
0,1,0,0,0,8,1,nlogn
2,0,2,0,0,20,1,nlogn
2,1,3,3,2,31,2,nlogn
1,1,2,2,3,38,1,nlogn
1,1,3,0,0,27,1,nlogn
1,1,1,0,0,30,1,nlogn
2,1,2,0,0,25,1,nlogn
1,1,1,0,0,25,1,nlogn
2,0,3,0,0,21,1,nlogn
1,1,2,0,0,22,1,nlogn
1,1,2,0,0,20,1,nlogn
2,1,1,1,2,23,1,nlogn
2,1,1,0,0,22,1,nlogn
2,3,5,1,3,67,1,nlogn
0,1,0,2,3,24,1,nlogn
0,1,0,1,2,18,1,nlogn
3,0,2,1,1,33,1,nlogn
3,0,2,1,1,35,1,nlogn
2,1,2,0,0,31,1,nlogn
3,2,8,14,4,413,2,nlogn
4,2,8,5,0,86,2,nlogn
7,3,9,11,2,126,2,nlogn
2,1,2,1,1,26,2,nlogn
3,0,3,0,0,29,3,nlogn
3,0,3,0,0,30,2,nlogn
4,0,2,0,0,24,2,nlogn
4,2,8,5,0,85,2,nlogn
4,0,10,5,10,75,2,nlogn
3,0,3,1,1,30,1,nlogn
2,1,2,0,0,29,2,nlogn
4,1,12,5,4,85,2,nlogn
2,1,2,0,0,29,2,nlogn
4,0,7,0,0,35,2,nlogn
4,0,7,0,0,36,2,nlogn
4,0,7,0,0,38,2,nlogn
4,0,7,0,0,37,2,nlogn
3,1,4,0,0,38,2,nlogn
2,1,2,1,1,28,2,nlogn
3,0,3,0,0,22,2,nlogn
3,2,5,6,1,69,2,nlogn
3,0,2,0,0,22,2,nlogn
3,0,2,1,1,26,2,nlogn
3,0,1,0,0,21,2,nlogn
4,0,1,0,0,20,2,nlogn
3,0,2,0,0,24,2,nlogn
4,0,3,5,5,49,2,nlogn
5,0,1,0,0,42,2,nlogn
5,2,3,3,0,68,2,nlogn
3,0,3,0,0,22,2,nlogn
3,0,4,0,0,28,2,nlogn
4,0,4,0,0,38,2,nlogn
4,0,4,0,0,39,2,nlogn
6,0,3,0,0,28,2,nlogn
4,0,3,0,0,28,2,nlogn
4,0,1,0,0,21,2,nlogn
0,0,1,0,0,13,0,nlogn
2,2,6,0,0,43,2,nlogn
2,2,5,0,0,36,2,nlogn
3,1,2,0,0,26,2,nlogn
2,2,3,1,1,44,2,nlogn
2,2,5,0,0,34,2,nlogn
4,3,8,0,0,54,3,nlogn
2,2,3,0,0,28,2,nlogn
3,1,2,0,0,25,2,nlogn
2,1,5,1,2,46,2,nlogn
4,1,3,0,0,37,2,nlogn
4,1,3,0,0,37,2,nlogn
3,1,2,1,1,40,2,nlogn
3,1,2,0,0,37,2,nlogn
3,1,2,0,0,31,2,nlogn
3,1,2,0,0,33,2,nlogn
3,1,2,0,0,33,2,nlogn
3,1,3,0,0,39,2,nlogn
3,1,3,0,0,39,2,nlogn
0,0,1,0,0,5,0,nlogn
0,0,2,3,3,19,0,nlogn
4,0,3,0,0,29,1,nlogn
2,0,2,0,0,18,1,nlogn
4,1,2,0,0,41,1,nlogn
5,1,7,5,2,68,2,nlogn
3,0,2,1,1,33,1,nlogn
1,0,2,0,0,12,1,nlogn
4,1,2,0,0,33,2,nlogn
4,1,1,0,0,35,2,nlogn
4,0,3,3,4,36,2,nlogn
3,0,2,2,0,32,2,nlogn
2,0,4,1,2,12,1,nlogn
0,0,4,1,3,11,0,nlogn
0,1,2,0,0,14,1,nlogn
0,1,5,4,3,58,1,nlogn
1,1,4,0,0,27,2,nlogn
0,3,3,0,0,26,1,nlogn
1,1,1,0,0,21,2,nlogn
2,1,3,1,1,27,1,nlogn
5,1,3,0,0,45,2,nlogn
1,1,2,0,0,75,2,nlogn
0,1,2,0,0,15,1,nlogn
0,1,4,0,0,27,1,nlogn
2,1,4,0,0,30,2,nlogn
0,1,2,0,0,15,1,nlogn
3,0,2,1,2,21,1,nlogn
1,0,2,0,0,14,1,nlogn
1,0,4,3,5,58,1,nlogn
1,0,4,4,4,48,1,nlogn
1,0,0,0,0,10,1,nlogn
1,0,2,0,0,16,1,nlogn
1,0,1,0,0,19,1,nlogn
1,0,1,0,0,12,1,nlogn
1,0,2,0,0,17,1,nlogn
1,0,3,3,2,46,1,nlogn
1,0,5,0,0,33,1,nlogn
0,1,1,0,0,20,1,nlogn
1,0,1,0,0,13,1,nlogn
1,0,1,0,0,12,1,nlogn
1,0,3,0,0,30,1,nlogn
1,0,1,0,0,13,1,nlogn
0,1,3,0,0,31,1,nlogn
2,0,4,1,0,63,2,nlogn
1,0,1,0,0,13,1,nlogn
1,0,6,0,0,30,1,nlogn
2,1,2,0,0,22,2,nlogn
2,1,2,0,0,26,2,nlogn
4,6,24,22,0,264,1,nlogn
2,2,6,6,1,89,1,nlogn
2,2,6,6,1,89,1,nlogn
3,1,2,0,0,36,2,nlogn
2,3,4,5,0,87,2,nlogn
2,0,0,3,2,13,2,nlogn
2,0,0,0,0,7,2,nlogn
1,1,0,0,0,10,2,nlogn
2,0,0,0,0,8,2,nlogn
2,0,0,0,0,6,2,nlogn
4,1,6,0,0,48,2,nlogn
3,1,11,1,2,78,1,nlogn
6,1,10,2,2,64,3,nlogn
3,1,5,0,0,43,2,nlogn
2,1,4,0,0,50,2,nlogn
2,1,4,0,0,50,2,nlogn
5,1,7,1,2,94,2,nlogn
5,1,6,1,2,90,2,nlogn
3,1,2,1,3,42,2,nlogn
2,1,2,0,0,29,2,nlogn
2,1,1,0,0,24,2,nlogn
3,1,4,0,0,33,2,nlogn
3,1,1,0,0,29,2,nlogn
1,1,1,0,0,26,2,nlogn
2,1,4,0,0,41,1,nlogn
2,1,3,0,0,21,2,nlogn
4,2,2,4,6,51,2,nlogn
3,1,2,1,2,42,1,nlogn
4,1,3,0,0,29,2,nlogn
2,1,5,0,0,42,1,nlogn
1,0,1,0,0,19,1,nlogn
3,1,2,0,0,23,2,nlogn
4,0,7,2,0,45,1,nlogn
4,0,3,0,0,29,2,nlogn
3,1,1,1,0,36,2,nlogn
3,1,2,0,0,25,2,nlogn
4,0,4,2,2,60,1,nlogn
2,0,4,3,4,37,1,nlogn
2,2,2,0,0,29,2,nlogn
2,0,3,0,0,24,1,nlogn
2,0,3,0,0,20,2,nlogn
1,2,2,3,3,38,2,nlogn
3,1,8,0,0,58,1,nlogn
8,0,10,1,1,66,1,nlogn
3,0,5,0,0,50,1,nlogn
2,1,3,1,0,52,1,nlogn
3,1,5,0,0,56,2,nlogn
1,1,3,0,0,36,2,nlogn
4,3,5,3,4,61,1,nlogn
3,2,10,1,5,80,2,nlogn
6,3,5,0,0,95,2,nlogn
5,2,6,3,5,74,1,nlogn
6,0,7,2,4,62,1,nlogn
8,2,6,4,6,61,1,nlogn
6,2,5,5,3,84,1,nlogn
6,5,7,0,0,70,3,nlogn
5,3,17,2,4,116,2,nlogn
7,3,11,8,4,76,2,nlogn
7,2,6,3,5,69,2,nlogn
4,5,12,7,2,113,2,nlogn
6,2,5,1,2,58,2,nlogn
5,3,17,2,4,128,2,nlogn
6,2,5,1,2,69,2,nlogn
6,3,6,2,2,87,2,nlogn
0,0,3,1,1,17,0,nlogn
2,0,4,0,0,26,1,nlogn
0,0,2,0,0,14,0,nlogn
0,0,2,7,10,51,0,nlogn
0,0,3,0,0,23,0,nlogn
1,0,2,0,0,14,1,nlogn
2,0,4,0,0,24,1,nlogn
2,0,4,0,0,29,1,nlogn
0,0,2,0,0,11,0,nlogn
0,0,2,0,0,15,0,nlogn
2,0,2,0,0,24,1,nlogn
0,0,2,0,0,20,0,nlogn
0,0,2,0,0,11,0,nlogn
0,0,5,0,0,23,0,nlogn
0,0,2,0,0,15,0,nlogn
2,0,2,0,0,12,1,nlogn
1,1,2,0,0,25,2,nlogn
0,3,2,0,0,23,2,nlogn
1,1,5,7,9,81,2,nlogn
2,0,6,2,2,39,1,nlogn
1,0,4,0,0,22,1,nlogn
2,0,9,6,2,60,1,nlogn
2,5,15,10,5,166,2,nlogn
4,6,26,33,3,328,1,nlogn
1,0,10,0,0,34,1,nlogn
2,0,4,0,0,38,1,nlogn
3,0,7,0,0,34,1,nlogn
3,0,6,1,1,33,1,nlogn
2,0,6,0,0,23,1,nlogn
1,0,3,1,1,17,1,nlogn
1,0,4,0,0,22,1,nlogn
1,0,7,0,0,24,1,nlogn
1,0,9,0,0,32,1,nlogn
1,0,7,0,0,25,1,nlogn
2,0,5,0,0,26,1,nlogn
3,0,9,0,0,53,1,nlogn
2,0,7,0,0,16,1,nlogn
1,0,2,0,0,19,1,nlogn
1,0,7,0,0,39,1,nlogn
1,0,3,1,2,16,1,nlogn
0,0,5,0,0,17,0,nlogn
1,0,5,1,1,22,1,nlogn
4,0,17,2,2,81,1,nlogn
0,0,6,0,0,31,0,nlogn
5,0,12,0,0,59,2,nlogn
5,0,6,0,0,25,3,nlogn
0,0,7,0,0,23,0,nlogn
0,0,13,0,0,24,0,nlogn
3,0,6,0,0,22,2,nlogn
1,0,6,1,3,27,1,nlogn
0,0,11,0,0,42,0,nlogn
0,0,20,0,0,53,0,nlogn
0,0,12,0,0,39,0,nlogn
0,0,36,0,0,117,0,nlogn
5,0,7,0,0,41,2,nlogn
3,0,2,0,0,17,2,nlogn
1,0,6,2,2,40,1,nlogn
0,0,10,0,0,32,0,nlogn
0,3,1,0,0,23,3,nlogn
1,0,6,0,0,31,1,nlogn
2,0,6,0,0,39,1,nlogn
2,0,8,3,3,53,1,nlogn
3,0,4,0,0,30,1,nlogn
1,0,3,1,3,29,1,nlogn
1,0,6,1,1,35,1,nlogn
4,0,9,0,0,76,1,nlogn
4,0,10,0,0,41,1,nlogn
3,0,7,0,0,36,1,nlogn
0,2,10,0,0,47,2,nlogn
2,0,9,0,0,34,1,nlogn
2,0,3,0,0,18,1,nlogn
0,1,2,1,1,30,1,nlogn
2,0,4,0,0,23,1,nlogn
3,0,14,1,1,66,1,nlogn
3,0,8,0,0,36,1,nlogn
2,0,6,0,0,23,1,nlogn
1,0,6,1,10,38,1,nlogn
2,0,4,0,0,21,1,nlogn
1,0,0,0,0,6,1,nlogn
1,0,0,0,0,8,1,nlogn
1,0,0,0,0,6,1,nlogn
2,0,2,0,0,14,2,nlogn
1,0,0,0,0,8,1,nlogn
1,0,0,1,0,18,1,nlogn
1,0,1,0,0,10,1,nlogn
1,0,0,0,0,7,1,nlogn
1,0,1,0,0,9,1,nlogn
1,0,0,2,2,16,1,nlogn
1,0,0,0,0,8,1,nlogn
1,0,0,0,0,5,1,nlogn
1,0,0,0,0,7,1,nlogn
1,0,0,0,0,8,1,nlogn
3,0,3,5,4,33,1,nlogn
1,0,0,0,0,11,1,nlogn
0,1,1,1,1,26,1,nlogn
1,0,0,0,0,8,1,nlogn
1,0,0,0,0,5,1,nlogn
1,0,1,0,0,14,1,nlogn
1,0,2,0,0,16,1,nlogn
0,1,2,0,0,25,1,nlogn
0,0,1,0,0,7,0,nlogn
0,0,1,0,0,8,0,nlogn
1,0,0,2,2,20,1,nlogn
1,0,0,0,0,9,1,nlogn
1,1,1,0,0,19,1,nlogn
2,0,0,1,1,21,1,nlogn
0,0,0,0,0,11,0,nlogn
1,0,1,0,0,12,1,nlogn
1,0,0,0,0,10,1,nlogn
0,0,0,0,0,7,0,nlogn
0,0,0,0,0,12,0,nlogn
0,0,0,0,0,6,0,nlogn
1,0,0,0,0,7,1,nlogn
2,0,1,0,0,16,1,nlogn
1,0,0,0,0,10,1,nlogn
0,0,0,0,0,5,0,nlogn
0,0,0,0,0,8,0,nlogn
1,0,0,0,0,8,1,nlogn
2,0,1,0,0,15,1,nlogn
1,0,1,0,0,13,1,nlogn
3,0,1,0,0,23,1,nlogn
2,0,3,3,3,47,2,quadratic
2,0,1,0,0,9,2,quadratic
3,0,1,0,0,21,2,quadratic
2,0,1,0,0,15,2,quadratic
3,0,1,0,0,10,2,quadratic
3,0,3,1,1,26,2,quadratic
5,7,13,13,4,148,2,quadratic
3,0,1,0,0,17,2,quadratic
2,0,0,0,0,20,1,quadratic
4,0,1,0,0,22,2,quadratic
2,0,1,0,0,16,2,quadratic
2,0,1,0,0,23,2,quadratic
2,0,1,0,0,15,2,quadratic
1,0,0,0,0,8,1,quadratic
3,0,1,0,0,14,2,quadratic
3,0,1,0,0,13,2,quadratic
2,0,1,0,0,12,2,quadratic
8,0,1,1,1,44,2,quadratic
8,0,0,0,0,45,2,quadratic
9,3,6,9,2,119,2,quadratic
9,3,6,9,2,119,2,quadratic
9,3,6,8,2,106,2,quadratic
9,3,6,8,2,102,2,quadratic
9,3,6,8,2,102,2,quadratic
5,0,1,0,0,33,2,quadratic
3,1,3,4,1,53,3,quadratic
6,0,1,0,0,43,2,quadratic
3,0,1,1,2,18,2,quadratic
2,0,1,0,0,12,2,quadratic
13,1,15,12,8,109,3,quadratic
3,0,2,0,0,22,2,quadratic
8,7,17,26,0,274,2,quadratic
4,0,4,2,3,44,2,quadratic
2,0,1,0,0,11,2,quadratic
2,0,1,0,0,18,2,quadratic
5,0,3,1,1,47,2,quadratic
4,0,2,1,1,40,2,quadratic
4,0,3,0,0,22,3,quadratic
4,0,3,0,0,19,2,quadratic
4,0,1,0,0,24,2,quadratic
4,0,1,0,0,22,2,quadratic
4,0,1,3,2,36,2,quadratic
2,0,1,0,0,11,2,quadratic
2,0,1,0,0,9,2,quadratic
5,0,2,0,0,25,2,quadratic
4,0,2,0,0,21,2,quadratic
0,6,2,1,3,67,2,quadratic
0,6,2,1,3,51,2,quadratic
2,0,1,0,0,9,2,quadratic
2,0,1,0,0,10,2,quadratic
2,2,1,5,4,64,1,quadratic
2,3,4,7,2,90,2,quadratic
3,0,1,0,0,15,2,quadratic
39,33,84,59,10,754,4,quadratic
3,0,2,0,0,24,2,quadratic
3,0,2,6,4,26,2,quadratic
12,14,60,60,2,643,1,quadratic
3,0,3,0,0,26,2,quadratic
17,13,15,23,0,253,2,quadratic
4,0,2,1,1,30,2,quadratic
3,0,3,0,0,61,2,quadratic
3,0,3,0,0,18,2,quadratic
3,0,2,0,0,23,2,quadratic
3,0,0,0,0,13,2,quadratic
4,0,4,0,0,30,2,quadratic
3,0,2,0,0,16,2,quadratic
2,2,1,2,2,35,1,quadratic
3,0,3,1,1,26,2,quadratic
3,0,3,1,1,27,2,quadratic
3,0,3,1,1,28,2,quadratic
3,0,3,0,0,28,2,quadratic
